iter	Logloss
322	9.551151695e-05
323	9.551151695e-05
324	9.551151695e-05
325	9.551151695e-05
326	9.551151695e-05
327	9.551151695e-05
328	9.551151695e-05
329	9.551151695e-05
330	9.551151695e-05
331	9.551151695e-05
332	9.551151695e-05
333	9.551151695e-05
334	9.551151695e-05
335	9.551151695e-05
336	9.551151695e-05
337	9.551151695e-05
338	9.551151695e-05
339	9.551151695e-05
340	9.551151695e-05
341	9.551151695e-05
342	9.551151695e-05
343	9.551151695e-05
344	9.551151695e-05
345	9.551151695e-05
346	9.551151695e-05
347	9.551151695e-05
348	9.551151695e-05
349	9.551151695e-05
350	9.551151695e-05
351	9.551151695e-05
352	9.551151695e-05
353	9.551151695e-05
354	9.551151695e-05
355	9.551151695e-05
356	9.551151695e-05
357	9.551151695e-05
358	9.551151695e-05
359	9.551151695e-05
360	9.551151695e-05
361	9.551151695e-05
362	9.551151695e-05
363	9.551151695e-05
364	9.551151695e-05
365	9.551151695e-05
366	9.551151695e-05
367	9.551151695e-05
368	9.551151695e-05
369	9.551151695e-05
370	9.551151695e-05
371	9.551151695e-05
372	9.551151695e-05
373	9.551151695e-05
374	9.551151695e-05
375	9.551151695e-05
376	9.551151695e-05
377	9.551151695e-05
378	9.551151695e-05
379	9.551151695e-05
380	9.551151695e-05
381	9.551151695e-05
382	9.551151695e-05
383	9.551151695e-05
384	9.551151695e-05
385	9.551151695e-05
386	9.551151695e-05
387	9.551151695e-05
388	9.551151695e-05
389	9.551151695e-05
390	9.551151695e-05
391	9.551151695e-05
392	9.551151695e-05
393	9.551151695e-05
394	9.551151695e-05
395	9.551151695e-05
396	9.551151695e-05
397	9.551151695e-05
398	9.551151695e-05
399	9.551151695e-05
400	9.551151695e-05
401	9.551151695e-05
402	9.551151695e-05
403	9.551151695e-05
404	9.551151695e-05
405	9.551151695e-05
406	9.551151695e-05
407	9.551151695e-05
408	9.551151695e-05
409	9.551151695e-05
410	9.551151695e-05
411	9.551151695e-05
412	9.551151695e-05
413	9.551151695e-05
414	9.551151695e-05
415	9.551151695e-05
416	9.551151695e-05
417	9.551151695e-05
418	9.551151695e-05
419	9.551151695e-05
420	9.551151695e-05
421	9.551151695e-05
422	9.551151695e-05
423	9.551151695e-05
424	9.551151695e-05
425	9.551151695e-05
426	9.551151695e-05
427	9.551151695e-05
428	9.551151695e-05
429	9.551151695e-05
430	9.551151695e-05
431	9.551151695e-05
432	9.551151695e-05
433	9.551151695e-05
434	9.551151695e-05
435	9.551151695e-05
436	9.551151695e-05
437	9.551151695e-05
438	9.551151695e-05
439	9.551151695e-05
440	9.551151695e-05
441	9.551151695e-05
442	9.551151695e-05
443	9.551151695e-05
444	9.551151695e-05
445	9.551151695e-05
446	9.551151695e-05
447	9.551151695e-05
448	9.551151695e-05
449	9.551151695e-05
450	9.551151695e-05
451	9.551151695e-05
452	9.551151695e-05
453	9.551151695e-05
454	9.551151695e-05
455	9.551151695e-05
456	9.551151695e-05
457	9.551151695e-05
458	9.551151695e-05
459	9.551151695e-05
460	9.551151695e-05
461	9.551151695e-05
462	9.551151695e-05
463	9.551151695e-05
464	9.551151695e-05
465	9.551151695e-05
466	9.551151695e-05
467	9.551151695e-05
468	9.551151695e-05
469	9.551151695e-05
470	9.551151695e-05
471	9.551151695e-05
472	9.551151695e-05
473	9.551151695e-05
474	9.551151695e-05
475	9.551151695e-05
476	9.551151695e-05
477	9.551151695e-05
478	9.551151695e-05
479	9.551151695e-05
480	9.551151695e-05
481	9.551151695e-05
482	9.551151695e-05
483	9.551151695e-05
484	9.551151695e-05
485	9.551151695e-05
486	9.551151695e-05
487	9.551151695e-05
488	9.551151695e-05
489	9.551151695e-05
490	9.551151695e-05
491	9.551151695e-05
492	9.551151695e-05
493	9.551151695e-05
494	9.551151695e-05
495	9.551151695e-05
496	9.551151695e-05
497	9.551151695e-05
498	9.551151695e-05
499	9.551151695e-05
500	9.551151695e-05
501	9.551151695e-05
502	9.551151695e-05
503	9.551151695e-05
504	9.551151695e-05
505	9.551151695e-05
506	9.551151695e-05
507	9.551151695e-05
508	9.551151695e-05
509	9.551151695e-05
510	9.551151695e-05
511	9.551151695e-05
512	9.551151695e-05
513	9.551151695e-05
514	9.551151695e-05
515	9.551151695e-05
516	9.551151695e-05
517	9.551151695e-05
518	9.551151695e-05
519	9.551151695e-05
520	9.551151695e-05
521	9.551151695e-05
522	9.551151695e-05
523	9.551151695e-05
524	9.551151695e-05
525	9.551151695e-05
526	9.551151695e-05
527	9.551151695e-05
528	9.551151695e-05
529	9.551151695e-05
530	9.551151695e-05
531	9.551151695e-05
532	9.551151695e-05
533	9.551151695e-05
534	9.551151695e-05
535	9.551151695e-05
536	9.551151695e-05
537	9.551151695e-05
538	9.551151695e-05
539	9.551151695e-05
540	9.551151695e-05
541	9.551151695e-05
542	9.551151695e-05
543	9.551151695e-05
544	9.551151695e-05
545	9.551151695e-05
546	9.551151695e-05
547	9.551151695e-05
548	9.551151695e-05
549	9.551151695e-05
550	9.551151695e-05
551	9.551151695e-05
552	9.551151695e-05
553	9.551151695e-05
554	9.551151695e-05
555	9.551151695e-05
556	9.551151695e-05
557	9.551151695e-05
558	9.551151695e-05
559	9.551151695e-05
560	9.551151695e-05
561	9.551151695e-05
562	9.551151695e-05
563	9.551151695e-05
564	9.551151695e-05
565	9.551151695e-05
566	9.551151695e-05
567	9.551151695e-05
568	9.551151695e-05
569	9.551151695e-05
570	9.551151695e-05
571	9.551151695e-05
572	9.551151695e-05
573	9.551151695e-05
574	9.551151695e-05
575	9.551151695e-05
576	9.551151695e-05
577	9.551151695e-05
578	9.551151695e-05
579	9.551151695e-05
580	9.551151695e-05
581	9.551151695e-05
582	9.551151695e-05
583	9.551151695e-05
584	9.551151695e-05
585	9.551151695e-05
586	9.551151695e-05
587	9.551151695e-05
588	9.551151695e-05
589	9.551151695e-05
590	9.551151695e-05
591	9.551151695e-05
592	9.551151695e-05
593	9.551151695e-05
594	9.551151695e-05
595	9.551151695e-05
596	9.551151695e-05
597	9.551151695e-05
598	9.551151695e-05
599	9.551151695e-05
600	9.551151695e-05
601	9.551151695e-05
602	9.551151695e-05
603	9.551151695e-05
604	9.551151695e-05
605	9.551151695e-05
606	9.551151695e-05
607	9.551151695e-05
608	9.551151695e-05
609	9.551151695e-05
610	9.551151695e-05
611	9.551151695e-05
612	9.551151695e-05
613	9.551151695e-05
614	9.551151695e-05
615	9.551151695e-05
616	9.551151695e-05
617	9.551151695e-05
618	9.551151695e-05
619	9.551151695e-05
620	9.551151695e-05
621	9.551151695e-05
622	9.551151695e-05
623	9.551151695e-05
624	9.551151695e-05
625	9.551151695e-05
626	9.551151695e-05
627	9.551151695e-05
628	9.551151695e-05
629	9.551151695e-05
630	9.551151695e-05
631	9.551151695e-05
632	9.551151695e-05
633	9.551151695e-05
634	9.551151695e-05
635	9.551151695e-05
636	9.551151695e-05
637	9.551151695e-05
638	9.551151695e-05
639	9.551151695e-05
640	9.551151695e-05
641	9.551151695e-05
642	9.551151695e-05
643	9.551151695e-05
644	9.551151695e-05
645	9.551151695e-05
646	9.551151695e-05
647	9.551151695e-05
648	9.551151695e-05
649	9.551151695e-05
650	9.551151695e-05
651	9.551151695e-05
652	9.551151695e-05
653	9.551151695e-05
654	9.551151695e-05
655	9.551151695e-05
656	9.551151695e-05
657	9.551151695e-05
658	9.551151695e-05
659	9.551151695e-05
660	9.551151695e-05
661	9.551151695e-05
662	9.551151695e-05
663	9.551151695e-05
664	9.551151695e-05
665	9.551151695e-05
666	9.551151695e-05
667	9.551151695e-05
668	9.551151695e-05
669	9.551151695e-05
670	9.551151695e-05
671	9.551151695e-05
672	9.551151695e-05
673	9.551151695e-05
674	9.551151695e-05
675	9.551151695e-05
676	9.551151695e-05
677	9.551151695e-05
678	9.551151695e-05
679	9.551151695e-05
680	9.551151695e-05
681	9.551151695e-05
682	9.551151695e-05
683	9.551151695e-05
684	9.551151695e-05
685	9.551151695e-05
686	9.551151695e-05
687	9.551151695e-05
688	9.551151695e-05
689	9.551151695e-05
690	9.551151695e-05
691	9.551151695e-05
692	9.551151695e-05
693	9.551151695e-05
694	9.551151695e-05
695	9.551151695e-05
696	9.551151695e-05
697	9.551151695e-05
698	9.551151695e-05
699	9.551151695e-05
700	9.551151695e-05
701	9.551151695e-05
702	9.551151695e-05
703	9.551151695e-05
704	9.551151695e-05
705	9.551151695e-05
706	9.551151695e-05
707	9.551151695e-05
708	9.551151695e-05
709	9.551151695e-05
710	9.551151695e-05
711	9.551151695e-05
712	9.551151695e-05
713	9.551151695e-05
714	9.551151695e-05
715	9.551151695e-05
716	9.551151695e-05
717	9.551151695e-05
718	9.551151695e-05
719	9.551151695e-05
720	9.551151695e-05
721	9.551151695e-05
722	9.551151695e-05
723	9.551151695e-05
724	9.551151695e-05
725	9.551151695e-05
726	9.551151695e-05
727	9.551151695e-05
728	9.551151695e-05
729	9.551151695e-05
730	9.551151695e-05
731	9.551151695e-05
732	9.551151695e-05
733	9.551151695e-05
734	9.551151695e-05
735	9.551151695e-05
736	9.551151695e-05
737	9.551151695e-05
738	9.551151695e-05
739	9.551151695e-05
740	9.551151695e-05
741	9.551151695e-05
742	9.551151695e-05
743	9.551151695e-05
744	9.551151695e-05
745	9.551151695e-05
746	9.551151695e-05
747	9.551151695e-05
748	9.551151695e-05
749	9.551151695e-05
750	9.551151695e-05
751	9.551151695e-05
752	9.551151695e-05
753	9.551151695e-05
754	9.551151695e-05
755	9.551151695e-05
756	9.551151695e-05
757	9.551151695e-05
758	9.551151695e-05
759	9.551151695e-05
760	9.551151695e-05
761	9.551151695e-05
762	9.551151695e-05
763	9.551151695e-05
764	9.551151695e-05
765	9.551151695e-05
766	9.551151695e-05
767	9.551151695e-05
768	9.551151695e-05
769	9.551151695e-05
770	9.551151695e-05
771	9.551151695e-05
772	9.551151695e-05
773	9.551151695e-05
774	9.551151695e-05
775	9.551151695e-05
776	9.551151695e-05
777	9.551151695e-05
778	9.551151695e-05
779	9.551151695e-05
780	9.551151695e-05
781	9.551151695e-05
782	9.551151695e-05
783	9.551151695e-05
784	9.551151695e-05
785	9.551151695e-05
786	9.551151695e-05
787	9.551151695e-05
788	9.551151695e-05
789	9.551151695e-05
790	9.551151695e-05
791	9.551151695e-05
792	9.551151695e-05
793	9.551151695e-05
794	9.551151695e-05
795	9.551151695e-05
796	9.551151695e-05
797	9.551151695e-05
798	9.551151695e-05
799	9.551151695e-05
800	9.551151695e-05
801	9.551151695e-05
802	9.551151695e-05
803	9.551151695e-05
804	9.551151695e-05
805	9.551151695e-05
806	9.551151695e-05
807	9.551151695e-05
808	9.551151695e-05
809	9.551151695e-05
810	9.551151695e-05
811	9.551151695e-05
812	9.551151695e-05
813	9.551151695e-05
814	9.551151695e-05
815	9.551151695e-05
816	9.551151695e-05
817	9.551151695e-05
818	9.551151695e-05
819	9.551151695e-05
820	9.551151695e-05
821	9.551151695e-05
822	9.551151695e-05
823	9.551151695e-05
824	9.551151695e-05
825	9.551151695e-05
826	9.551151695e-05
827	9.551151695e-05
828	9.551151695e-05
829	9.551151695e-05
830	9.551151695e-05
831	9.551151695e-05
832	9.551151695e-05
833	9.551151695e-05
834	9.551151695e-05
835	9.551151695e-05
836	9.551151695e-05
837	9.551151695e-05
838	9.551151695e-05
839	9.551151695e-05
840	9.551151695e-05
841	9.551151695e-05
842	9.551151695e-05
843	9.551151695e-05
844	9.551151695e-05
845	9.551151695e-05
846	9.551151695e-05
847	9.551151695e-05
848	9.551151695e-05
849	9.551151695e-05
850	9.551151695e-05
851	9.551151695e-05
852	9.551151695e-05
853	9.551151695e-05
854	9.551151695e-05
855	9.551151695e-05
856	9.551151695e-05
857	9.551151695e-05
858	9.551151695e-05
859	9.551151695e-05
860	9.551151695e-05
861	9.551151695e-05
862	9.551151695e-05
863	9.551151695e-05
864	9.551151695e-05
865	9.551151695e-05
866	9.551151695e-05
867	9.551151695e-05
868	9.551151695e-05
869	9.551151695e-05
870	9.551151695e-05
871	9.551151695e-05
872	9.551151695e-05
873	9.551151695e-05
874	9.551151695e-05
875	9.551151695e-05
876	9.551151695e-05
877	9.551151695e-05
878	9.551151695e-05
879	9.551151695e-05
880	9.551151695e-05
881	9.551151695e-05
882	9.551151695e-05
883	9.551151695e-05
884	9.551151695e-05
885	9.551151695e-05
886	9.551151695e-05
887	9.551151695e-05
888	9.551151695e-05
889	9.551151695e-05
890	9.551151695e-05
891	9.551151695e-05
892	9.551151695e-05
893	9.551151695e-05
894	9.551151695e-05
895	9.551151695e-05
896	9.551151695e-05
897	9.551151695e-05
898	9.551151695e-05
899	9.551151695e-05
900	9.551151695e-05
901	9.551151695e-05
902	9.551151695e-05
903	9.551151695e-05
904	9.551151695e-05
905	9.551151695e-05
906	9.551151695e-05
907	9.551151695e-05
908	9.551151695e-05
909	9.551151695e-05
910	9.551151695e-05
911	9.551151695e-05
912	9.551151695e-05
913	9.551151695e-05
914	9.551151695e-05
915	9.551151695e-05
916	9.551151695e-05
917	9.551151695e-05
918	9.551151695e-05
919	9.551151695e-05
920	9.551151695e-05
921	9.551151695e-05
922	9.551151695e-05
923	9.551151695e-05
924	9.551151695e-05
925	9.551151695e-05
926	9.551151695e-05
927	9.551151695e-05
928	9.551151695e-05
929	9.551151695e-05
930	9.551151695e-05
931	9.551151695e-05
932	9.551151695e-05
933	9.551151695e-05
934	9.551151695e-05
935	9.551151695e-05
936	9.551151695e-05
937	9.551151695e-05
938	9.551151695e-05
939	9.551151695e-05
940	9.551151695e-05
941	9.551151695e-05
942	9.551151695e-05
943	9.551151695e-05
944	9.551151695e-05
945	9.551151695e-05
946	9.551151695e-05
947	9.551151695e-05
948	9.551151695e-05
949	9.551151695e-05
950	9.551151695e-05
951	9.551151695e-05
952	9.551151695e-05
953	9.551151695e-05
954	9.551151695e-05
955	9.551151695e-05
956	9.551151695e-05
957	9.551151695e-05
958	9.551151695e-05
959	9.551151695e-05
960	9.551151695e-05
961	9.551151695e-05
962	9.551151695e-05
963	9.551151695e-05
964	9.551151695e-05
965	9.551151695e-05
966	9.551151695e-05
967	9.551151695e-05
968	9.551151695e-05
969	9.551151695e-05
970	9.551151695e-05
971	9.551151695e-05
972	9.551151695e-05
973	9.551151695e-05
974	9.551151695e-05
975	9.551151695e-05
976	9.551151695e-05
977	9.551151695e-05
978	9.551151695e-05
979	9.551151695e-05
980	9.551151695e-05
981	9.551151695e-05
982	9.551151695e-05
983	9.551151695e-05
984	9.551151695e-05
985	9.551151695e-05
986	9.551151695e-05
987	9.551151695e-05
988	9.551151695e-05
989	9.551151695e-05
990	9.551151695e-05
991	9.551151695e-05
992	9.551151695e-05
993	9.551151695e-05
994	9.551151695e-05
995	9.551151695e-05
996	9.551151695e-05
997	9.551151695e-05
998	9.551151695e-05
999	9.551151695e-05
